Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
"HOXA11-AS","HOXA11 Antisense RNA","RNA Gene","","28","GC07P027184","59.9428176879883","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HOXA11-AS"
"MIR106B","MicroRNA 106b","RNA Gene","","28","GC07M104831","59.6021728515625","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR106B"
"TMEM127","Transmembrane Protein 127","Protein Coding","O75204","48","GC02M096248","59.5186920166016","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM127"
"MIR183","MicroRNA 183","RNA Gene","","25","GC07M129877","59.1897964477539","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR183"
"NTHL1","Nth Like DNA Glycosylase 1","Protein Coding","P78549","51","GC16M017305","59.1480026245117","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NTHL1"
"MIR30E","MicroRNA 30e","RNA Gene","","29","GC01P040754","58.8170013427734","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR30E"
"MIR27A","MicroRNA 27a","RNA Gene","","30","GC19M019647","58.2927131652832","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR27A"
"LOC107303338","3p25 FANCD2 Alu-Mediated Recombination Region","Functional Element","","10","GC03P020218","58.0174293518066","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC107303338"
"RINT1","RAD50 Interactor 1","Protein Coding","Q6NUQ1","47","GC07P105532","57.878490447998","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RINT1"
"HAGLR","HOXD Antisense Growth-Associated Long Non-Coding RNA","RNA Gene","","24","GC02M176172","57.7281188964844","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HAGLR"
"CASC2","Cancer Susceptibility 2","RNA Gene","Q8IU53","31","GC10P118053","57.7150993347168","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CASC2"
"FANCG","FA Complementation Group G","Protein Coding","O15287","52","GC09M035073","57.5104751586914","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FANCG"
"BCYRN1","Brain Cytoplasmic RNA 1","RNA Gene","","26","GC02P047253","57.4646072387695","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCYRN1"
"MIAT","Myocardial Infarction Associated Transcript","RNA Gene","","32","GC22P026646","57.2619705200195","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIAT"
"LOC111589215","BRCA1 Promoter Region","Functional Element","","9","GC17P103402","57.2204742431641","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC111589215"
"HMMR","Hyaluronan Mediated Motility Receptor","Protein Coding","O75330","52","GC05P163463","57.1649360656738","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HMMR"
"CDKN1A","Cyclin Dependent Kinase Inhibitor 1A","Protein Coding","P38936","58","GC06P125635","57.1019592285156","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDKN1A"
"BAX","BCL2 Associated X, Apoptosis Regulator","Protein Coding","Q07812","60","GC19P048954","56.774845123291","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BAX"
"ERCC3","ERCC Excision Repair 3, TFIIH Core Complex Helicase Subunit","Protein Coding","P19447","56","GC02M127257","56.4890975952148","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERCC3"
"MIR205","MicroRNA 205","RNA Gene","","26","GC01P209432","56.4306907653809","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR205"
"RHOA","Ras Homolog Family Member A","Protein Coding","P61586","58","GC03M049359","56.421630859375","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RHOA"
"NTRK1","Neurotrophic Receptor Tyrosine Kinase 1","Protein Coding","P04629","58","GC01P156815","56.4149627685547","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NTRK1"
"VEGFA","Vascular Endothelial Growth Factor A","Protein Coding","P15692","57","GC06P043770","56.2650146484375","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VEGFA"
"SDHAF2","Succinate Dehydrogenase Complex Assembly Factor 2","Protein Coding","Q9NX18","51","GC11P061430","56.007640838623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SDHAF2"
"ELAC2","ElaC Ribonuclease Z 2","Protein Coding","Q9BQ52","51","GC17M012991","55.9472122192383","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ELAC2"
"PCAT1","Prostate Cancer Associated Transcript 1","RNA Gene","","24","GC08P126553","55.8068389892578","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCAT1"
"SDHB","Succinate Dehydrogenase Complex Iron Sulfur Subunit B","Protein Coding","P21912","57","GC01M019059","55.7880973815918","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SDHB"
"CYP19A1","Cytochrome P450 Family 19 Subfamily A Member 1","Protein Coding","P11511","56","GC15M051208","55.7717895507813","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP19A1"
"MAP3K1","Mitogen-Activated Protein Kinase Kinase Kinase 1","Protein Coding","Q13233","57","GC05P056815","55.7041854858398","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAP3K1"
"MIR199B","MicroRNA 199b","RNA Gene","","26","GC09M128244","55.6881866455078","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR199B"
"EP300","E1A Binding Protein P300","Protein Coding","Q09472","61","GC22P065232","55.6810836791992","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EP300"
"HULC","Hepatocellular Carcinoma Up-Regulated Long Non-Coding RNA","RNA Gene","","28","GC06P008468","55.6418190002441","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HULC"
"MIR142","MicroRNA 142","RNA Gene","","28","GC17M058331","55.4842796325684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR142"
"MIR424","MicroRNA 424","RNA Gene","","25","GC0XM134748","55.3453750610352","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR424"
"XPC","XPC Complex Subunit, DNA Damage Recognition And Repair Factor","Protein Coding","Q01831","54","GC03M025534","54.9276351928711","https://www.genecards.org/cgi-bin/carddisp.pl?gene=XPC"
"CDKN2B","Cyclin Dependent Kinase Inhibitor 2B","Protein Coding","P42772","54","GC09M022002","54.8631858825684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDKN2B"
"HNF1A","HNF1 Homeobox A","Protein Coding","P20823","55","GC12P120978","54.5915451049805","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HNF1A"
"GALNT12","Polypeptide N-Acetylgalactosaminyltransferase 12","Protein Coding","Q8IXK2","48","GC09P098807","54.5547981262207","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GALNT12"
"AFAP1-AS1","AFAP1 Antisense RNA 1","RNA Gene","","24","GC04P007783","54.5343170166016","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AFAP1-AS1"
"GNAS","GNAS Complex Locus","Protein Coding","P84996","58","GC20P058839","54.5102005004883","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GNAS"
"SOX2-OT","SOX2 Overlapping Transcript","RNA Gene","","32","GC03P180989","54.3331832885742","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOX2-OT"
"ESR2","Estrogen Receptor 2","Protein Coding","Q92731","57","GC14M064084","54.3056259155273","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ESR2"
"CDC73","Cell Division Cycle 73","Protein Coding","Q6P1J9","54","GC01P193121","54.2659454345703","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDC73"
"CRNDE","Colorectal Neoplasia Differentially Expressed","RNA Gene","","28","GC16M054956","54.162956237793","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CRNDE"
"XPA","XPA, DNA Damage Recognition And Repair Factor","Protein Coding","P23025","54","GC09M097654","54.0384750366211","https://www.genecards.org/cgi-bin/carddisp.pl?gene=XPA"
"MIR20A","MicroRNA 20a","RNA Gene","","27","GC13P091659","54.0363082885742","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR20A"
"MDM2","MDM2 Proto-Oncogene","Protein Coding","Q00987","62","GC12P068808","53.9649505615234","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MDM2"
"CERNA2","Competing Endogenous LncRNA 2 For MicroRNA Let-7b","RNA Gene","","18","GC10M084153","53.859260559082","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CERNA2"
"MIRLET7G","MicroRNA Let-7g","RNA Gene","","26","GC03M052268","53.6772613525391","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIRLET7G"
"MAPK1","Mitogen-Activated Protein Kinase 1","Protein Coding","P28482","61","GC22M021759","53.6432037353516","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPK1"
"JUN","Jun Proto-Oncogene, AP-1 Transcription Factor Subunit","Protein Coding","P05412","58","GC01M058780","53.5284538269043","https://www.genecards.org/cgi-bin/carddisp.pl?gene=JUN"
"XRCC3","X-Ray Repair Cross Complementing 3","Protein Coding","O43542","51","GC14M103697","53.2397003173828","https://www.genecards.org/cgi-bin/carddisp.pl?gene=XRCC3"
"RAD54L","RAD54 Like","Protein Coding","Q92698","55","GC01P046495","53.1266250610352","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAD54L"
"MIR26B","MicroRNA 26b","RNA Gene","","29","GC02P218402","52.9908981323242","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR26B"
"MIR152","MicroRNA 152","RNA Gene","","27","GC17M048037","52.9529190063477","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR152"
"IL1B","Interleukin 1 Beta","Protein Coding","P01584","56","GC02M112829","52.8706741333008","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL1B"
"MIR211","MicroRNA 211","RNA Gene","","28","GC15M031065","52.6451797485352","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR211"
"LZTR1","Leucine Zipper Like Post Translational Regulator 1","Protein Coding","Q8N653","52","GC22P064537","52.5043754577637","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LZTR1"
"LUCAT1","Lung Cancer Associated Transcript 1","RNA Gene","","23","GC05M091054","52.4259452819824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LUCAT1"
"FAS","Fas Cell Surface Death Receptor","Protein Coding","P25445","58","GC10P106652","52.3907203674316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAS"
"MIR199A1","MicroRNA 199a-1","RNA Gene","","26","GC19M010817","52.3129730224609","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR199A1"
"BCL2","BCL2 Apoptosis Regulator","Protein Coding","P10415","59","GC18M063123","52.2660140991211","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCL2"
"ATR","ATR Serine/Threonine Kinase","Protein Coding","Q13535","62","GC03M142449","52.1620788574219","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATR"
"MUC16","Mucin 16, Cell Surface Associated","Protein Coding","Q8WXI7","45","GC19M008848","51.9247741699219","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MUC16"
"MIR34B","MicroRNA 34b","RNA Gene","","28","GC11P112364","51.8992462158203","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR34B"
"NF2","NF2, Moesin-Ezrin-Radixin Like (MERLIN) Tumor Suppressor","Protein Coding","P35240","57","GC22P029603","51.8443603515625","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NF2"
"LRRC56","Leucine Rich Repeat Containing 56","Protein Coding","Q8IYG6","44","GC11P007362","51.5345001220703","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRRC56"
"HIF1A","Hypoxia Inducible Factor 1 Subunit Alpha","Protein Coding","Q16665","57","GC14P061695","51.4969177246094","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HIF1A"
"HOTTIP","HOXA Distal Transcript Antisense RNA","RNA Gene","","28","GC07P027198","51.483226776123","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HOTTIP"
"LOC130001603","ATAC-STARR-Seq Lymphoblastoid Silent Region 19811","Functional Element","","9","GC09P021974","51.3089447021484","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130001603"
"MIR125B1","MicroRNA 125b-1","RNA Gene","","28","GC11M124145","51.2787399291992","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR125B1"
"MAP2K1","Mitogen-Activated Protein Kinase Kinase 1","Protein Coding","Q02750","63","GC15P066386","50.9971923828125","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAP2K1"
"RUNX1","RUNX Family Transcription Factor 1","Protein Coding","Q01196","58","GC21M034787","50.8842353820801","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RUNX1"
"IDH1","Isocitrate Dehydrogenase (NADP(+)) 1","Protein Coding","O75874","61","GC02M208236","50.8756332397461","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IDH1"
"KDR","Kinase Insert Domain Receptor","Protein Coding","P35968","62","GC04M055078","50.8083572387695","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KDR"
"MIR296","MicroRNA 296","RNA Gene","","24","GC20M058817","50.7632865905762","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR296"
"BIVM-ERCC5","BIVM-ERCC5 Readthrough","Protein Coding","","23","GC13P102824","50.6293106079102","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BIVM-ERCC5"
"IL2","Interleukin 2","Protein Coding","P60568","55","GC04M122451","50.5285987854004","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL2"
"ERCC1","ERCC Excision Repair 1, Endonuclease Non-Catalytic Subunit","Protein Coding","P07992","54","GC19M089039","50.3747024536133","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERCC1"
"FASLG","Fas Ligand","Protein Coding","P48023","57","GC01P172659","50.3543357849121","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FASLG"
"ERCC6","ERCC Excision Repair 6, Chromatin Remodeling Factor","Protein Coding","Q03468","55","GC10M049454","50.1953735351563","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERCC6"
"FANCF","FA Complementation Group F","Protein Coding","Q9NPI8","50","GC11M022600","50.1437377929688","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FANCF"
"FOXL2","Forkhead Box L2","Protein Coding","P58012","50","GC03M138944","50.0495986938477","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOXL2"
"IL6","Interleukin 6","Protein Coding","P05231","60","GC07P022725","49.8564758300781","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL6"
"TSHR","Thyroid Stimulating Hormone Receptor","Protein Coding","P16473","56","GC14P080954","49.6870346069336","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TSHR"
"NNT-AS1","NNT Antisense RNA 1","RNA Gene","","22","GC05M044760","49.3799819946289","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NNT-AS1"
"PPARG","Peroxisome Proliferator Activated Receptor Gamma","Protein Coding","P37231","61","GC03P012287","49.3330001831055","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPARG"
"MIR429","MicroRNA 429","RNA Gene","","27","GC01P011075","49.2664489746094","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR429"
"AURKA","Aurora Kinase A","Protein Coding","O14965","60","GC20M056370","49.1055946350098","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AURKA"
"SRA1","Steroid Receptor RNA Activator 1","Protein Coding","Q9HD15","47","GC05M140537","49.0922470092773","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRA1"
"PPP2R1A","Protein Phosphatase 2 Scaffold Subunit Aalpha","Protein Coding","P30153","57","GC19P103583","48.9087677001953","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP2R1A"
"BCAR4","Breast Cancer Anti-Estrogen Resistance 4","RNA Gene","","24","GC16M017967","48.8794898986816","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCAR4"
"NFE2L2","NFE2 Like BZIP Transcription Factor 2","Protein Coding","Q16236","60","GC02M177227","48.5415496826172","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NFE2L2"
"IGF2","Insulin Like Growth Factor 2","Protein Coding","P01344","57","GC11M010286","48.4857978820801","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGF2"
"MIRLET7E","MicroRNA Let-7e","RNA Gene","","26","GC19P103568","48.4630851745605","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIRLET7E"
"MXI1","MAX Interactor 1, Dimerization Protein","Protein Coding","P50539","50","GC10P110208","48.3563842773438","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MXI1"
"LINC00472","Long Intergenic Non-Protein Coding RNA 472","RNA Gene","Q9H8W2","33","GC06M092134","48.2319831848145","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC00472"
"MIRLET7I","MicroRNA Let-7i","RNA Gene","","28","GC12P062674","48.2000427246094","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIRLET7I"
"MIR203A","MicroRNA 203a","RNA Gene","","27","GC14P114666","48.1487579345703","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR203A"
"MIRLET7B","MicroRNA Let-7b","RNA Gene","","27","GC22P065374","47.7104988098145","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIRLET7B"
"DANCR","Differentiation Antagonizing Non-Protein Coding RNA","RNA Gene","P0C864","29","GC04P052712","47.6864051818848","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DANCR"
"SRC","SRC Proto-Oncogene, Non-Receptor Tyrosine Kinase","Protein Coding","P12931","60","GC20P037344","47.3947906494141","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRC"
"MIR93","MicroRNA 93","RNA Gene","","28","GC07M104746","47.3689498901367","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR93"
"MIR206","MicroRNA 206","RNA Gene","","27","GC06P052144","47.3609848022461","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR206"
"TGFB1","Transforming Growth Factor Beta 1","Protein Coding","P01137","61","GC19M041301","47.2713012695313","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TGFB1"
"PGR","Progesterone Receptor","Protein Coding","P06401","58","GC11M121910","47.260425567627","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PGR"
"TNF","Tumor Necrosis Factor","Protein Coding","P01375","61","GC06P125492","47.2514457702637","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNF"
"CEACAM5","CEA Cell Adhesion Molecule 5","Protein Coding","P06731","51","GC19P103154","47.2427711486816","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEACAM5"
"SNHG20","Small Nucleolar RNA Host Gene 20","RNA Gene","","28","GC17P102484","47.2253494262695","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNHG20"
"SMAD7","SMAD Family Member 7","Protein Coding","O15105","52","GC18M048919","47.2100143432617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMAD7"
"RAF1","Raf-1 Proto-Oncogene, Serine/Threonine Kinase","Protein Coding","P04049","62","GC03M012583","47.0224380493164","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAF1"
"MIR18A","MicroRNA 18a","RNA Gene","","25","GC13P091665","46.6750679016113","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR18A"
"MIRLET7A3","MicroRNA Let-7a-3","RNA Gene","","25","GC22P046112","46.4328918457031","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIRLET7A3"
"KCNQ1OT1","KCNQ1 Opposite Strand/Antisense Transcript 1","RNA Gene","","34","GC11M010310","46.3996200561523","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNQ1OT1"
"MIR494","MicroRNA 494","RNA Gene","","24","GC14P115619","46.3223724365234","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR494"
"PIK3R1","Phosphoinositide-3-Kinase Regulatory Subunit 1","Protein Coding","P27986","60","GC05P068215","46.2123336791992","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIK3R1"
"MMP2","Matrix Metallopeptidase 2","Protein Coding","P08253","61","GC16P067771","46.1829452514648","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MMP2"
"MIR22","MicroRNA 22","RNA Gene","","29","GC17M001713","46.1481552124023","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR22"
"CDK2","Cyclin Dependent Kinase 2","Protein Coding","P24941","60","GC12P055966","46.1387672424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDK2"
